id,categoria,subcategoria,mensaje,intencion_esperada,productos_en_mensaje,notas
900,B_pedido_nl,pedido_producto,voy a querer dame 1 pizza hawaiana tambien 1 x cocacolas nomás plis,pedido_con_productos,si,pedido multi-item menu real
901,B_pedido_nl,pedido_producto,"dame me traes 1 hawaiiana, 2 cocacola nomás",pedido_con_productos,si,pedido multi-item menu real
902,B_pedido_nl,pedido_producto,quisiera porfa 3 hawaiana y 2 cocacola nomás,pedido_con_productos,si,pedido multi-item menu real
903,B_pedido_nl,pedido_producto,voy a querer una pizza para llevar,pedido_con_productos,parcial,solo categoria sin nombre exacto
904,B_pedido_nl,pedido_producto,dame porfa un par de hawaiana pizza luego 1 coca cola gracias gracias,pedido_con_productos,si,pedido multi-item menu real
905,B_pedido_nl,pedido_producto,dame refresco porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
906,B_pedido_nl,pedido_producto,quiero porfa 2×pizza hawaiana y dos de cocacola gracias nomás,pedido_con_productos,si,pedido multi-item menu real
907,B_pedido_nl,pedido_producto,quiero una de refresco gracias,pedido_con_productos,si,pedido multi-item menu real
908,B_pedido_nl,pedido_producto,me traes 3 pizza hawaiiana gracias,pedido_con_productos,si,pedido multi-item menu real
909,B_pedido_nl,pedido_producto,quiero algo de pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
910,B_pedido_nl,pedido_producto,hola ponme 1×piza hawaiana y 1 refresco nomás nomás,pedido_con_productos,si,pedido multi-item menu real
911,B_pedido_nl,pedido_producto,dame un una cocacola nomás,pedido_con_productos,si,pedido multi-item menu real
912,B_pedido_nl,pedido_producto,dame quisiera 2×hawaiana + 1 una cocacola nomás gracias,pedido_con_productos,si,pedido multi-item menu real
913,B_pedido_nl,pedido_producto,ponme par de una cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
914,B_pedido_nl,pedido_producto,dame refresco gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
915,B_pedido_nl,pedido_producto,quiero necesito 1×hawaianas + 1x coca cola plis,pedido_con_productos,si,pedido multi-item menu real
916,B_pedido_nl,pedido_producto,hola cuatro de hawaianas porfa,pedido_con_productos,si,pedido multi-item menu real
917,B_pedido_nl,pedido_producto,hola porfa 2 pizza hawaiiana ademas un par de de coca kola para llevar,pedido_con_productos,si,pedido multi-item menu real
918,B_pedido_nl,pedido_producto,"buenas necesito dos la hawaiana, 1 coca cola plis para llevar",pedido_con_productos,si,pedido multi-item menu real
919,B_pedido_nl,pedido_producto,me traes hola 3 hawaiano tambien 1x una cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
920,B_pedido_nl,pedido_producto,necesito par de cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
921,B_pedido_nl,pedido_producto,me traes 1x hawaianas | 1 x coca cola plis para llevar,pedido_con_productos,si,pedido multi-item menu real
922,B_pedido_nl,pedido_producto,buenas voy a querer una hawaiana y 1 de cocacola porfa,pedido_con_productos,si,pedido multi-item menu real
923,B_pedido_nl,pedido_producto,ponme 3 hawaiana pizza nomás,pedido_con_productos,si,pedido multi-item menu real
924,B_pedido_nl,pedido_producto,me traes un de piza hawaiana ademas un de cocacola,pedido_con_productos,si,pedido multi-item menu real
925,B_pedido_nl,pedido_producto,necesito dame tres de una hawaiana y dos cocacola porfa para llevar,pedido_con_productos,si,pedido multi-item menu real
926,B_pedido_nl,pedido_producto,voy a querer un de coca para llevar,pedido_con_productos,si,pedido multi-item menu real
927,B_pedido_nl,pedido_producto,hola ponme una de hawaiana pizza luego dos coca gracias plis,pedido_con_productos,si,pedido multi-item menu real
928,B_pedido_nl,pedido_producto,me traes un de piza hawaiana | 2 de una cocacola nomás nomás,pedido_con_productos,si,pedido multi-item menu real
929,B_pedido_nl,pedido_producto,hola oye 1 una hawaiana | una de koka cola plis gracias,pedido_con_productos,si,pedido multi-item menu real
930,B_pedido_nl,pedido_producto,voy a querer uno de refresco para llevar,pedido_con_productos,si,pedido multi-item menu real
931,B_pedido_nl,pedido_producto,hola necesito par de de la hawaiana luego 2 de coca kola plis gracias,pedido_con_productos,si,pedido multi-item menu real
932,B_pedido_nl,pedido_producto,buenas 1 hawaina ademas un de refresco nomás para llevar,pedido_con_productos,si,pedido multi-item menu real
933,B_pedido_nl,pedido_producto,porfa 1 pizza hawaiiana plis,pedido_con_productos,si,pedido multi-item menu real
934,B_pedido_nl,pedido_producto,necesito refresco,pedido_con_productos,parcial,solo categoria sin nombre exacto
935,B_pedido_nl,pedido_producto,oye dame 2x pizza hawaiiana tambien 1 cocacola plis nomás,pedido_con_productos,si,pedido multi-item menu real
936,B_pedido_nl,pedido_producto,porfa 3 hawaiiana para llevar,pedido_con_productos,si,pedido multi-item menu real
937,B_pedido_nl,pedido_producto,me traes 3 x la hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
938,B_pedido_nl,pedido_producto,"dame ponme 2 hawaiano, 1 cocacola plis gracias",pedido_con_productos,si,pedido multi-item menu real
939,B_pedido_nl,pedido_producto,"porfa porfa 1 de hawaina, par de refresco porfa gracias",pedido_con_productos,si,pedido multi-item menu real
940,B_pedido_nl,pedido_producto,dame voy a querer 2x hawaiiana tambien uno de cocacola plis gracias,pedido_con_productos,si,pedido multi-item menu real
941,B_pedido_nl,pedido_producto,necesito un par de soda para llevar,pedido_con_productos,si,pedido multi-item menu real
942,B_pedido_nl,pedido_producto,voy a querer una de una cocacola plis,pedido_con_productos,si,pedido multi-item menu real
943,B_pedido_nl,pedido_producto,ponme voy a querer 3x hawaina | 1 de cocacola plis plis,pedido_con_productos,si,pedido multi-item menu real
944,B_pedido_nl,pedido_producto,me traes 2 x 2 cocacolas porfa,pedido_con_productos,si,pedido multi-item menu real
945,B_pedido_nl,pedido_producto,oye 4×hawaiana nomás,pedido_con_productos,si,pedido multi-item menu real
946,B_pedido_nl,pedido_producto,quiero ponme 1×hawaiana pizza luego 2 refresco gracias gracias,pedido_con_productos,si,pedido multi-item menu real
947,B_pedido_nl,pedido_producto,necesito una una hawaiana,pedido_con_productos,si,pedido multi-item menu real
948,B_pedido_nl,pedido_producto,voy a querer 1 la hawaiana para llevar,pedido_con_productos,si,pedido multi-item menu real
949,B_pedido_nl,pedido_producto,porfa pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
950,B_pedido_nl,pedido_producto,voy a querer hola 2x hawaiiana + 2 refresco para llevar porfa,pedido_con_productos,si,pedido multi-item menu real
951,B_pedido_nl,pedido_producto,dame pizza porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
952,B_pedido_nl,pedido_producto,quisiera 2 de hawaiano + 2×coca nomás porfa,pedido_con_productos,si,pedido multi-item menu real
953,B_pedido_nl,pedido_producto,buenas 3 pizza hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
954,B_pedido_nl,pedido_producto,ponme quiero 2 hawaiana tambien 1x 2 cocacolas nomás para llevar,pedido_con_productos,si,pedido multi-item menu real
955,B_pedido_nl,pedido_producto,ponme voy a querer 3x hawaiiana luego par de de coca gracias para llevar,pedido_con_productos,si,pedido multi-item menu real
956,B_pedido_nl,pedido_producto,dame refresco,pedido_con_productos,parcial,solo categoria sin nombre exacto
957,B_pedido_nl,pedido_producto,"voy a querer buenas 1 una hawaiana, 1×refresco plis gracias",pedido_con_productos,si,pedido multi-item menu real
958,B_pedido_nl,pedido_producto,"buenas porfa un par de de hawaiiana, una cocacolas porfa",pedido_con_productos,si,pedido multi-item menu real
959,B_pedido_nl,pedido_producto,dame una soda gracias,pedido_con_productos,si,pedido multi-item menu real
960,B_pedido_nl,pedido_producto,necesito quiero 2×la hawaiana + 1 koka cola para llevar gracias,pedido_con_productos,si,pedido multi-item menu real
961,B_pedido_nl,pedido_producto,me traes 1 x cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
962,B_pedido_nl,pedido_producto,voy a querer 3 de hawaiana pizza para llevar,pedido_con_productos,si,pedido multi-item menu real
963,B_pedido_nl,pedido_producto,1 2 cocacolas para llevar,pedido_con_productos,si,pedido multi-item menu real
964,B_pedido_nl,pedido_producto,"ponme par de pizza hawaiiana, 1x coca kola gracias nomás",pedido_con_productos,si,pedido multi-item menu real
965,B_pedido_nl,pedido_producto,voy a querer algo de pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
966,B_pedido_nl,pedido_producto,voy a querer dame 2 de la hawaiana | 1×refresco gracias,pedido_con_productos,si,pedido multi-item menu real
967,B_pedido_nl,pedido_producto,dame buenas 3 la hawaiana y 1 una cocacola porfa,pedido_con_productos,si,pedido multi-item menu real
968,B_pedido_nl,pedido_producto,porfa cuatro de una hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
969,B_pedido_nl,pedido_producto,oye ponme 1 de hawaiano ademas uno cocacola porfa para llevar,pedido_con_productos,si,pedido multi-item menu real
970,B_pedido_nl,pedido_producto,necesito quiero 1 hawaiana pizza tambien un de cocacola gracias plis,pedido_con_productos,si,pedido multi-item menu real
971,B_pedido_nl,pedido_producto,dame 2x la hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
972,B_pedido_nl,pedido_producto,oye 4 una hawaiana,pedido_con_productos,si,pedido multi-item menu real
973,B_pedido_nl,pedido_producto,oye una bebida,pedido_con_productos,parcial,solo categoria sin nombre exacto
974,B_pedido_nl,pedido_producto,necesito 2×2 cocacolas porfa,pedido_con_productos,si,pedido multi-item menu real
975,B_pedido_nl,pedido_producto,voy a querer buenas 3×hawaiana pizza ademas una koka cola para llevar plis,pedido_con_productos,si,pedido multi-item menu real
976,B_pedido_nl,pedido_producto,porfa 1x cocacola porfa,pedido_con_productos,si,pedido multi-item menu real
977,B_pedido_nl,pedido_producto,quisiera algo de bebida plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
978,B_pedido_nl,pedido_producto,"ponme dame par de de pizza hawaiana, dos de cocacola porfa plis",pedido_con_productos,si,pedido multi-item menu real
979,B_pedido_nl,pedido_producto,oye me traes 2 x pizza hawaiiana | una 2 cocacolas plis para llevar,pedido_con_productos,si,pedido multi-item menu real
980,B_pedido_nl,pedido_producto,me traes ponme 2 de una hawaiana luego 2x koka cola para llevar gracias,pedido_con_productos,si,pedido multi-item menu real
981,B_pedido_nl,pedido_producto,buenas algo de pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
982,B_pedido_nl,pedido_producto,porfa oye 2×la hawaiana ; 1 de cocacolas gracias gracias,pedido_con_productos,si,pedido multi-item menu real
983,B_pedido_nl,pedido_producto,necesito un par de una hawaiana plis,pedido_con_productos,si,pedido multi-item menu real
984,B_pedido_nl,pedido_producto,"quiero hola 2x hawaiano, 1 cocacolas gracias nomás",pedido_con_productos,si,pedido multi-item menu real
985,B_pedido_nl,pedido_producto,quisiera quisiera 3 hawaiana tambien 1 cocacola nomás porfa,pedido_con_productos,si,pedido multi-item menu real
986,B_pedido_nl,pedido_producto,quisiera 2 hawaiiana para llevar,pedido_con_productos,si,pedido multi-item menu real
987,B_pedido_nl,pedido_producto,me traes algo de pizza plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
988,B_pedido_nl,pedido_producto,me traes pizza,pedido_con_productos,parcial,solo categoria sin nombre exacto
989,B_pedido_nl,pedido_producto,buenas 1 de hawaiana,pedido_con_productos,si,pedido multi-item menu real
990,B_pedido_nl,pedido_producto,2×coca cola nomás,pedido_con_productos,si,pedido multi-item menu real
991,B_pedido_nl,pedido_producto,ponme quiero 3×hawaiiana y 1 cocacolas nomás plis,pedido_con_productos,si,pedido multi-item menu real
992,B_pedido_nl,pedido_producto,porfa uno hawaiano para llevar,pedido_con_productos,si,pedido multi-item menu real
993,B_pedido_nl,pedido_producto,necesito una bebida,pedido_con_productos,parcial,solo categoria sin nombre exacto
994,B_pedido_nl,pedido_producto,quiero pizza para llevar,pedido_con_productos,parcial,solo categoria sin nombre exacto
995,B_pedido_nl,pedido_producto,me traes hola tres de la hawaiana y 2×una cocacola porfa nomás,pedido_con_productos,si,pedido multi-item menu real
996,B_pedido_nl,pedido_producto,"dame oye 1 hawaiiana, 1 refresco nomás porfa",pedido_con_productos,si,pedido multi-item menu real
997,B_pedido_nl,pedido_producto,ponme pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
998,B_pedido_nl,pedido_producto,oye una pizza nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
999,B_pedido_nl,pedido_producto,oye 1x hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
1000,B_pedido_nl,pedido_producto,hola 2 x 2 cocacolas,pedido_con_productos,si,pedido multi-item menu real
1001,B_pedido_nl,pedido_producto,voy a querer porfa 1 x hawaiana ; 1x soda plis,pedido_con_productos,si,pedido multi-item menu real
1002,B_pedido_nl,pedido_producto,me traes 2×hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
1003,B_pedido_nl,pedido_producto,buenas buenas 1 pizza hawaiana tambien un par de refresco gracias nomás,pedido_con_productos,si,pedido multi-item menu real
1004,B_pedido_nl,pedido_producto,"me traes buenas 3 hawaiana, un par de de una cocacola nomás para llevar",pedido_con_productos,si,pedido multi-item menu real
1005,B_pedido_nl,pedido_producto,ponme porfa 2 la hawaiana ademas uno coca kola para llevar nomás,pedido_con_productos,si,pedido multi-item menu real
1006,B_pedido_nl,pedido_producto,hola necesito par de de hawaiana pizza ; par de 2 cocacolas nomás para llevar,pedido_con_productos,si,pedido multi-item menu real
1007,B_pedido_nl,pedido_producto,dame 1 hawaiana,pedido_con_productos,si,pedido multi-item menu real
1008,B_pedido_nl,pedido_producto,voy a querer cuatro hawaiana para llevar,pedido_con_productos,si,pedido multi-item menu real
1009,B_pedido_nl,pedido_producto,necesito ponme 1 una hawaiana luego 2 cocacola porfa nomás,pedido_con_productos,si,pedido multi-item menu real
1010,B_pedido_nl,pedido_producto,quiero uno de coca para llevar,pedido_con_productos,si,pedido multi-item menu real
1011,B_pedido_nl,pedido_producto,quiero uno hawaianas porfa,pedido_con_productos,si,pedido multi-item menu real
1012,B_pedido_nl,pedido_producto,me traes 1x cocacola nomás,pedido_con_productos,si,pedido multi-item menu real
1013,B_pedido_nl,pedido_producto,quiero un coca,pedido_con_productos,si,pedido multi-item menu real
1014,B_pedido_nl,pedido_producto,necesito oye 3 la hawaiana | dos una cocacola para llevar nomás,pedido_con_productos,si,pedido multi-item menu real
1015,B_pedido_nl,pedido_producto,me traes porfa 2 hawaiiana y 1 de 2 cocacolas para llevar,pedido_con_productos,si,pedido multi-item menu real
1016,B_pedido_nl,pedido_producto,ponme me traes dos de hawaiiana luego 2 x refresco nomás porfa,pedido_con_productos,si,pedido multi-item menu real
1017,B_pedido_nl,pedido_producto,"quiero porfa 2x pizza hawaiana, 1 de koka cola nomás",pedido_con_productos,si,pedido multi-item menu real
1018,B_pedido_nl,pedido_producto,porfa 2 coca,pedido_con_productos,si,pedido multi-item menu real
1019,B_pedido_nl,pedido_producto,"ponme hola 2 x la hawaiana, dos de coca cola plis para llevar",pedido_con_productos,si,pedido multi-item menu real
1020,B_pedido_nl,pedido_producto,"hola hola 1 pizza hawaiiana, uno de 2 cocacolas porfa",pedido_con_productos,si,pedido multi-item menu real
1021,B_pedido_nl,pedido_producto,dame quiero dos la hawaiana y 2 de coca kola nomás para llevar,pedido_con_productos,si,pedido multi-item menu real
1022,B_pedido_nl,pedido_producto,quisiera oye 2 hawaiiana ademas uno de una cocacola para llevar gracias,pedido_con_productos,si,pedido multi-item menu real
1023,B_pedido_nl,pedido_producto,me traes voy a querer 2 x hawaina y un cocacola gracias para llevar,pedido_con_productos,si,pedido multi-item menu real
1024,B_pedido_nl,pedido_producto,porfa ponme 2 x hawaiano ; 1 de soda gracias plis,pedido_con_productos,si,pedido multi-item menu real
1025,B_pedido_nl,pedido_producto,voy a querer quiero 2 hawaiana ademas 1 una cocacola porfa plis,pedido_con_productos,si,pedido multi-item menu real
1026,B_pedido_nl,pedido_producto,me traes necesito 2 de hawaiana y 1 coca kola para llevar,pedido_con_productos,si,pedido multi-item menu real
1027,B_pedido_nl,pedido_producto,hola 3 x una hawaiana + 1 x coca kola para llevar para llevar,pedido_con_productos,si,pedido multi-item menu real
1028,B_pedido_nl,pedido_producto,voy a querer porfa 2 hawaiiana y 1x soda gracias,pedido_con_productos,si,pedido multi-item menu real
1029,B_pedido_nl,pedido_producto,buenas algo de bebida gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
1030,B_pedido_nl,pedido_producto,un de 2 cocacolas para llevar,pedido_con_productos,si,pedido multi-item menu real
1031,B_pedido_nl,pedido_producto,quiero una la hawaiana y 1 cocacolas gracias porfa,pedido_con_productos,si,pedido multi-item menu real
1032,B_pedido_nl,pedido_producto,"quisiera hola par de de piza hawaiana, 2x una cocacola nomás",pedido_con_productos,si,pedido multi-item menu real
1033,B_pedido_nl,pedido_producto,porfa ponme 1 hawaiiana ; uno cocacolas plis para llevar,pedido_con_productos,si,pedido multi-item menu real
1034,B_pedido_nl,pedido_producto,quiero quiero una de hawaianas y una de cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
1035,B_pedido_nl,pedido_producto,voy a querer una de cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
1036,B_pedido_nl,pedido_producto,voy a querer 3 x hawaiana pizza plis,pedido_con_productos,si,pedido multi-item menu real
1037,B_pedido_nl,pedido_producto,dame una pizza plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
1038,B_pedido_nl,pedido_producto,quisiera ponme 1 pizza hawaiana ; una koka cola porfa,pedido_con_productos,si,pedido multi-item menu real
1039,B_pedido_nl,pedido_producto,"dame necesito 2 pizza hawaiiana, 2×coca kola para llevar gracias",pedido_con_productos,si,pedido multi-item menu real
1040,B_pedido_nl,pedido_producto,oye un de hawaiiana + uno coca kola porfa plis,pedido_con_productos,si,pedido multi-item menu real
1041,B_pedido_nl,pedido_producto,oye necesito par de una hawaiana tambien 2 coca plis plis,pedido_con_productos,si,pedido multi-item menu real
1042,B_pedido_nl,pedido_producto,"voy a querer oye un par de pizza hawaiana, dos de cocacolas nomás plis",pedido_con_productos,si,pedido multi-item menu real
1043,B_pedido_nl,pedido_producto,quisiera algo de pizza nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
1044,B_pedido_nl,pedido_producto,hola buenas 1 hawaina | 2×refresco gracias nomás,pedido_con_productos,si,pedido multi-item menu real
1045,B_pedido_nl,pedido_producto,voy a querer 2 pizza hawaiiana gracias,pedido_con_productos,si,pedido multi-item menu real
1046,B_pedido_nl,pedido_producto,hola 3×hawaiiana gracias,pedido_con_productos,si,pedido multi-item menu real
1047,B_pedido_nl,pedido_producto,voy a querer voy a querer 3 hawaiana | 2 x coca kola plis nomás,pedido_con_productos,si,pedido multi-item menu real
1048,B_pedido_nl,pedido_producto,porfa ponme un hawaiano | uno una cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
1049,B_pedido_nl,pedido_producto,necesito un de pizza hawaiiana ; par de de cocacola gracias porfa,pedido_con_productos,si,pedido multi-item menu real
1050,B_pedido_nl,pedido_producto,voy a querer un una cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
1051,B_pedido_nl,pedido_producto,dame uno una cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
1052,B_pedido_nl,pedido_producto,voy a querer 2 cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
1053,B_pedido_nl,pedido_producto,voy a querer oye 2 hawaiana ; 2 koka cola gracias gracias,pedido_con_productos,si,pedido multi-item menu real
1054,B_pedido_nl,pedido_producto,oye cuatro piza hawaiana para llevar,pedido_con_productos,si,pedido multi-item menu real
1055,B_pedido_nl,pedido_producto,me traes necesito 3 la hawaiana ademas 2 koka cola para llevar,pedido_con_productos,si,pedido multi-item menu real
1056,B_pedido_nl,pedido_producto,oye un de hawaiano,pedido_con_productos,si,pedido multi-item menu real
1057,B_pedido_nl,pedido_producto,buenas 4×hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
1058,B_pedido_nl,pedido_producto,oye 4 hawaiana pizza para llevar,pedido_con_productos,si,pedido multi-item menu real
1059,B_pedido_nl,pedido_producto,necesito bebida porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
1060,B_pedido_nl,pedido_producto,porfa algo de bebida para llevar,pedido_con_productos,parcial,solo categoria sin nombre exacto
1061,B_pedido_nl,pedido_producto,me traes un par de de hawaianas,pedido_con_productos,si,pedido multi-item menu real
1062,B_pedido_nl,pedido_producto,dame 1 coca para llevar,pedido_con_productos,si,pedido multi-item menu real
1063,B_pedido_nl,pedido_producto,me traes refresco para llevar,pedido_con_productos,parcial,solo categoria sin nombre exacto
1064,B_pedido_nl,pedido_producto,quisiera 2 coca gracias,pedido_con_productos,si,pedido multi-item menu real
1065,B_pedido_nl,pedido_producto,necesito algo de bebida plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
1066,B_pedido_nl,pedido_producto,oye ponme 1 hawaina ademas 1 soda para llevar porfa,pedido_con_productos,si,pedido multi-item menu real
1067,B_pedido_nl,pedido_producto,ponme voy a querer 1x la hawaiana + par de koka cola porfa plis,pedido_con_productos,si,pedido multi-item menu real
1068,B_pedido_nl,pedido_producto,dame voy a querer dos hawaiana ; 1 cocacola plis,pedido_con_productos,si,pedido multi-item menu real
1069,B_pedido_nl,pedido_producto,dame algo de bebida nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
1070,B_pedido_nl,pedido_producto,quiero refresco nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
1071,B_pedido_nl,pedido_producto,me traes quisiera 2×hawaiana + par de de coca kola plis nomás,pedido_con_productos,si,pedido multi-item menu real
1072,B_pedido_nl,pedido_producto,quiero me traes 3 hawaiana luego 2 koka cola porfa nomás,pedido_con_productos,si,pedido multi-item menu real
1073,B_pedido_nl,pedido_producto,porfa me traes dos de hawaiana | 2×una cocacola nomás nomás,pedido_con_productos,si,pedido multi-item menu real
1074,B_pedido_nl,pedido_producto,necesito voy a querer un par de de pizza hawaiiana + 1 cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
1075,B_pedido_nl,pedido_producto,buenas 3 pizza hawaiiana,pedido_con_productos,si,pedido multi-item menu real
1076,B_pedido_nl,pedido_producto,voy a querer quiero 1 la hawaiana + 1x cocacola porfa para llevar,pedido_con_productos,si,pedido multi-item menu real
1077,B_pedido_nl,pedido_producto,voy a querer uno de refresco nomás,pedido_con_productos,si,pedido multi-item menu real
1078,B_pedido_nl,pedido_producto,ponme voy a querer 2 hawaina luego uno coca gracias porfa,pedido_con_productos,si,pedido multi-item menu real
1079,B_pedido_nl,pedido_producto,buenas quisiera 2 hawaiana ; un de koka cola nomás,pedido_con_productos,si,pedido multi-item menu real
1080,B_pedido_nl,pedido_producto,ponme necesito una hawaina ademas dos 2 cocacolas plis,pedido_con_productos,si,pedido multi-item menu real
1081,B_pedido_nl,pedido_producto,necesito 3 x hawaianas gracias,pedido_con_productos,si,pedido multi-item menu real
1082,B_pedido_nl,pedido_producto,oye pizza porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
1083,B_pedido_nl,pedido_producto,dame una una cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
1084,B_pedido_nl,pedido_producto,oye 1 hawaiiana porfa,pedido_con_productos,si,pedido multi-item menu real
1085,B_pedido_nl,pedido_producto,ponme oye par de hawaiiana ; 1×cocacolas para llevar porfa,pedido_con_productos,si,pedido multi-item menu real
1086,B_pedido_nl,pedido_producto,necesito 1 una cocacola,pedido_con_productos,si,pedido multi-item menu real
1087,B_pedido_nl,pedido_producto,buenas buenas 2×hawaiana ; 2 coca cola para llevar gracias,pedido_con_productos,si,pedido multi-item menu real
1088,B_pedido_nl,pedido_producto,dame un par de de hawaiano luego 1x cocacolas,pedido_con_productos,si,pedido multi-item menu real
1089,B_pedido_nl,pedido_producto,porfa hola tres piza hawaiana luego 1 soda porfa porfa,pedido_con_productos,si,pedido multi-item menu real
1090,B_pedido_nl,pedido_producto,ponme quiero par de de hawaiiana tambien uno cocacola porfa gracias,pedido_con_productos,si,pedido multi-item menu real
1091,B_pedido_nl,pedido_producto,hola bebida gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
1092,B_pedido_nl,pedido_producto,dame 2 una hawaiana nomás,pedido_con_productos,si,pedido multi-item menu real
1093,B_pedido_nl,pedido_producto,voy a querer voy a querer 3 de hawaina ; un koka cola nomás porfa,pedido_con_productos,si,pedido multi-item menu real
1094,B_pedido_nl,pedido_producto,ponme quisiera 3 pizza hawaiana luego un par de de coca para llevar para llevar,pedido_con_productos,si,pedido multi-item menu real
1095,B_pedido_nl,pedido_producto,me traes 2x cocacola plis,pedido_con_productos,si,pedido multi-item menu real
1096,B_pedido_nl,pedido_producto,me traes 3x hawaina ; dos cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
1097,B_pedido_nl,pedido_producto,dame dos soda gracias,pedido_con_productos,si,pedido multi-item menu real
1098,B_pedido_nl,pedido_producto,quiero 4 una hawaiana plis,pedido_con_productos,si,pedido multi-item menu real
1099,B_pedido_nl,pedido_producto,hola 1 refresco,pedido_con_productos,si,pedido multi-item menu real
1100,B_pedido_nl,pedido_producto,"ponme hola 1 hawaiana pizza, una cocacola gracias nomás",pedido_con_productos,si,pedido multi-item menu real
1101,B_pedido_nl,pedido_producto,dame un par de pizza hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
1102,B_pedido_nl,pedido_producto,quisiera dame 3 hawaiana + 1x refresco gracias plis,pedido_con_productos,si,pedido multi-item menu real
1103,B_pedido_nl,pedido_producto,oye 2×2 cocacolas para llevar,pedido_con_productos,si,pedido multi-item menu real
1104,B_pedido_nl,pedido_producto,oye porfa 1 x hawaiana | una de coca kola nomás nomás,pedido_con_productos,si,pedido multi-item menu real
1105,B_pedido_nl,pedido_producto,me traes 4 hawaina porfa,pedido_con_productos,si,pedido multi-item menu real
1106,B_pedido_nl,pedido_producto,necesito hola tres pizza hawaiana tambien 1 2 cocacolas gracias plis,pedido_con_productos,si,pedido multi-item menu real
1107,B_pedido_nl,pedido_producto,quiero oye 2 hawaiiana | 2 coca gracias gracias,pedido_con_productos,si,pedido multi-item menu real
1108,B_pedido_nl,pedido_producto,buenas 1 hawaiiana nomás,pedido_con_productos,si,pedido multi-item menu real
1109,B_pedido_nl,pedido_producto,necesito 3 hawaiiana nomás,pedido_con_productos,si,pedido multi-item menu real
1110,B_pedido_nl,pedido_producto,me traes cuatro la hawaiana nomás,pedido_con_productos,si,pedido multi-item menu real
1111,B_pedido_nl,pedido_producto,quisiera algo de pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
1112,B_pedido_nl,pedido_producto,necesito ponme par de una hawaiana tambien 1 2 cocacolas plis nomás,pedido_con_productos,si,pedido multi-item menu real
1113,B_pedido_nl,pedido_producto,quisiera algo de bebida,pedido_con_productos,parcial,solo categoria sin nombre exacto
1114,B_pedido_nl,pedido_producto,dame dame 1 de hawaiana pizza tambien 1 cocacolas para llevar,pedido_con_productos,si,pedido multi-item menu real
1115,B_pedido_nl,pedido_producto,quisiera una pizza plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
1116,B_pedido_nl,pedido_producto,porfa ponme 2 hawaiiana luego 1×koka cola plis,pedido_con_productos,si,pedido multi-item menu real
1117,B_pedido_nl,pedido_producto,hola quiero un par de hawaiiana | un par de de 2 cocacolas para llevar para llevar,pedido_con_productos,si,pedido multi-item menu real
1118,B_pedido_nl,pedido_producto,"porfa me traes uno de hawaiana, 2x cocacolas plis porfa",pedido_con_productos,si,pedido multi-item menu real
1119,B_pedido_nl,pedido_producto,buenas hola 1 hawaiiana + un de refresco plis para llevar,pedido_con_productos,si,pedido multi-item menu real
